POS,player,matches,innings,overs,runs_conceded,wickets,best_bowling,bowl_avg,economy,bowl_sr,four_wickets,five_wickets,season,source
14,Ravichandran Ashwin,15,15,51.0,391.0,13.0,3/29,30.07,7.66,23.53,0,0,2020,most_wickets
15,Sam Curran,14,13,42.0,344.0,13.0,3/19,26.46,8.19,19.38,0,0,2020,most_wickets
16,Marcus Stoinis,17,13,29.4,283.0,13.0,3/26,21.76,9.53,13.69,0,0,2020,most_wickets
17,Ravi Bishnoi,14,14,51.0,376.0,12.0,3/29,31.33,7.37,25.5,0,0,2020,most_wickets
18,Deepak Chahar,14,14,52.0,396.0,12.0,2/18,33.0,7.61,26.0,0,0,2020,most_wickets
19,Pat Cummins,14,14,52.0,409.0,12.0,4/34,34.08,7.86,26.0,1,0,2020,most_wickets
20,Chris Morris,9,9,31.4,210.0,11.0,4/26,19.09,6.63,17.27,1,0,2020,most_wickets
21,Mohammed Siraj,9,9,27.1,236.0,11.0,3/8,21.45,8.68,14.81,0,0,2020,most_wickets
22,James Pattinson,10,10,35.3,320.0,11.0,2/19,29.09,9.01,19.36,0,0,2020,most_wickets
23,Rahul Tewatia,14,14,46.0,326.0,10.0,3/25,32.6,7.08,27.6,0,0,2020,most_wickets
24,Murugan Ashwin,9,9,31.3,235.0,10.0,3/21,23.5,7.46,18.9,0,0,2020,most_wickets
25,Shardul Thakur,9,9,32.2,275.0,10.0,2/28,27.5,8.5,19.4,0,0,2020,most_wickets
26,Shreyas Gopal,14,14,50.0,427.0,10.0,2/28,42.7,8.54,30.0,0,0,2020,most_wickets
27,Axar Patel,15,15,51.0,327.0,9.0,2/18,36.33,6.41,34.0,0,0,2020,most_wickets
28,Shivam Mavi,8,8,26.0,212.0,9.0,2/15,23.55,8.15,17.33,0,0,2020,most_wickets
29,Arshdeep Singh,8,8,24.5,218.0,9.0,3/23,24.22,8.77,16.55,0,0,2020,most_wickets
30,Kartik Tyagi,10,10,38.1,367.0,9.0,2/36,40.77,9.61,25.44,0,0,2020,most_wickets
31,Chris Jordan,9,9,31.3,304.0,9.0,3/17,33.77,9.65,21.0,0,0,2020,most_wickets
32,Lungi Ngidi,4,4,16.0,167.0,9.0,3/38,18.55,10.43,10.66,0,0,2020,most_wickets
33,Washington Sundar,15,15,50.0,298.0,8.0,2/16,37.25,5.96,37.5,0,0,2020,most_wickets
34,Khaleel Ahmed,7,7,25.4,242.0,8.0,2/24,30.25,9.42,19.25,0,0,2020,most_wickets
35,Isuru Udana,10,10,29.0,282.0,8.0,2/41,35.25,9.72,21.75,0,0,2020,most_wickets
36,Lockie Ferguson,5,5,19.5,148.0,6.0,3/15,24.66,7.46,19.83,0,0,2020,most_wickets
37,Krunal Pandya,16,16,50.1,380.0,6.0,2/26,63.33,7.57,50.16,0,0,2020,most_wickets
38,Navdeep Saini,13,13,45.4,379.0,6.0,2/25,63.16,8.29,45.66,0,0,2020,most_wickets
39,Dwayne Bravo,6,6,21.0,180.0,6.0,3/37,30.0,8.57,21.0,0,0,2020,most_wickets
40,Ravindra Jadeja,14,13,36.2,318.0,6.0,2/42,53.0,8.75,36.33,0,0,2020,most_wickets
41,Sheldon Cottrell,6,6,20.0,176.0,6.0,2/17,29.33,8.8,20.0,0,0,2020,most_wickets
42,Piyush Chawla,7,7,21.0,191.0,6.0,2/33,31.83,9.09,21.0,0,0,2020,most_wickets
43,Andre Russell,10,7,18.0,175.0,6.0,2/29,29.16,9.72,18.0,0,0,2020,most_wickets
44,Nathan Coulter-Nile,7,7,26.0,206.0,5.0,2/29,41.2,7.92,31.2,0,0,2020,most_wickets
45,Sunil Narine,10,10,38.0,302.0,5.0,2/28,60.4,7.94,45.6,0,0,2020,most_wickets
46,Shahbaz Nadeem,7,7,22.0,178.0,5.0,2/19,35.6,8.09,26.4,0,0,2020,most_wickets
47,Karn Sharma,5,5,19.0,165.0,5.0,2/25,33.0,8.68,22.8,0,0,2020,most_wickets
48,Kamlesh Nagarkoti,10,9,26.0,231.0,5.0,2/13,46.2,8.88,31.2,0,0,2020,most_wickets
49,Vijay Shankar,7,5,13.1,82.0,4.0,1/11,20.5,6.22,19.75,0,0,2020,most_wickets
50,Shivam Dube,11,5,9.0,73.0,4.0,2/15,18.25,8.11,13.5,0,0,2020,most_wickets
51,Kieron Pollard,16,11,21.0,190.0,4.0,1/5,47.5,9.04,31.5,0,0,2020,most_wickets
52,Prasidh Krishna,6,6,17.3,164.0,4.0,3/29,41.0,9.37,26.25,0,0,2020,most_wickets
53,Jaydev Unadkat,7,7,23.0,228.0,4.0,2/32,57.0,9.91,34.5,0,0,2020,most_wickets
54,Bhuvneshwar Kumar,4,4,14.1,99.0,3.0,2/25,33.0,6.98,28.33,0,0,2020,most_wickets
55,Amit Mishra,3,3,10.0,72.0,3.0,2/35,24.0,7.2,20.0,0,0,2020,most_wickets
56,Glenn Maxwell,13,7,21.0,169.0,3.0,1/10,56.33,8.04,42.0,0,0,2020,most_wickets
57,Harshal Patel,5,5,15.0,134.0,3.0,2/34,44.66,8.93,30.0,0,0,2020,most_wickets
58,Tushar Deshpande,5,5,17.0,192.0,3.0,2/37,64.0,11.29,34.0,0,0,2020,most_wickets
59,Tom Curran,5,5,18.1,208.0,3.0,1/37,69.33,11.44,36.33,0,0,2020,most_wickets
60,Shahbaz Ahmed,2,2,6.0,44.0,2.0,2/26,22.0,7.33,18.0,0,0,2020,most_wickets
61,Mitchell Santner,2,2,7.0,53.0,2.0,1/23,26.5,7.57,21.0,0,0,2020,most_wickets
62,Adam Zampa,3,3,11.0,92.0,2.0,1/12,46.0,8.36,33.0,0,0,2020,most_wickets
63,Abhishek Sharma,8,6,10.0,91.0,2.0,1/15,45.5,9.1,30.0,0,0,2020,most_wickets
64,Jimmy Neesham,5,5,15.0,148.0,2.0,1/17,74.0,9.86,45.0,0,0,2020,most_wickets
65,Ben Stokes,8,6,15.0,154.0,2.0,2/32,77.0,10.26,45.0,0,0,2020,most_wickets
66,Ankit Rajpoot,6,6,17.0,199.0,2.0,1/39,99.5,11.7,51.0,0,0,2020,most_wickets
67,Siddarth Kaul,1,1,4.0,64.0,2.0,2/64,32.0,16.0,12.0,0,0,2020,most_wickets
68,Jayant Yadav,2,2,7.0,43.0,1.0,1/25,43.0,6.14,42.0,0,0,2020,most_wickets
69,Josh Hazlewood,3,3,10.0,64.0,1.0,1/19,64.0,6.4,60.0,0,0,2020,most_wickets
70,Imran Tahir,3,3,11.0,76.0,1.0,1/24,76.0,6.9,66.0,0,0,2020,most_wickets
71,Kuldeep Yadav,5,4,12.0,92.0,1.0,1/20,92.0,7.66,72.0,0,0,2020,most_wickets
72,Moeen Ali,3,3,5.0,42.0,1.0,1/21,42.0,8.4,30.0,0,0,2020,most_wickets
73,Krishnappa Gowtham,2,2,8.0,84.0,1.0,1/45,84.0,10.5,48.0,0,0,2020,most_wickets
74,Mohit Sharma,1,1,4.0,45.0,1.0,1/45,45.0,11.25,24.0,0,0,2020,most_wickets
75,Dale Steyn,3,3,11.4,133.0,1.0,1/33,133.0,11.4,70.0,0,0,2020,most_wickets
76,Basil Thampi,1,1,4.0,46.0,1.0,1/46,46.0,11.5,24.0,0,0,2020,most_wickets
77,Andrew Tye,1,1,4.0,50.0,1.0,1/50,50.0,12.5,24.0,0,0,2020,most_wickets
78,Abdul Samad,12,3,7.0,96.0,1.0,1/41,96.0,13.71,42.0,0,0,2020,most_wickets
79,Mohammad Nabi,1,1,4.0,23.0,0.0,0/23,0.0,5.75,0.0,0,0,2020,most_wickets
80,Chris Gayle,7,1,0.5,5.0,0.0,0/5,0.0,6.0,0.0,0,0,2020,most_wickets
81,Dhawal Kulkarni,1,1,3.0,22.0,0.0,0/22,0.0,7.33,0.0,0,0,2020,most_wickets
82,Chris Green,1,1,2.5,24.0,0.0,0/24,0.0,8.47,0.0,0,0,2020,most_wickets
83,Ishant Sharma,1,1,3.0,26.0,0.0,0/26,0.0,8.66,0.0,0,0,2020,most_wickets
84,Deepak Hooda,7,1,1.0,9.0,0.0,0/9,0.0,9.0,0.0,0,0,2020,most_wickets
85,Mitchell Marsh,1,1,0.4,6.0,0.0,0/6,0.0,9.0,0.0,0,0,2020,most_wickets
86,Pravin Dubey,3,3,8.0,72.0,0.0,0/14,0.0,9.0,0.0,0,0,2020,most_wickets
87,Daniel Sams,3,3,12.0,114.0,0.0,0/30,0.0,9.5,0.0,0,0,2020,most_wickets
88,Monu Kumar,1,1,2.0,20.0,0.0,0/20,0.0,10.0,0.0,0,0,2020,most_wickets
89,Harpreet Brar,1,1,4.0,41.0,0.0,0/41,0.0,10.25,0.0,0,0,2020,most_wickets
90,Mujeeb Ur Rahman,2,2,8.0,83.0,0.0,0/39,0.0,10.37,0.0,0,0,2020,most_wickets
91,Avesh Khan,1,1,4.0,42.0,0.0,0/42,0.0,10.5,0.0,0,0,2020,most_wickets
92,Sandeep Warrier,1,1,3.0,34.0,0.0,0/34,0.0,11.33,0.0,0,0,2020,most_wickets
93,Nitish Rana,14,2,2.0,23.0,0.0,0/7,0.0,11.5,0.0,0,0,2020,most_wickets
94,Varun Aaron,3,3,8.0,94.0,0.0,0/22,0.0,11.75,0.0,0,0,2020,most_wickets
95,Umesh Yadav,2,2,7.0,83.0,0.0,0/35,0.0,11.85,0.0,0,0,2020,most_wickets
96,Kane Williamson,12,1,2.0,24.0,0.0,0/24,0.0,12.0,0.0,0,0,2020,most_wickets
97,David Warner,16,1,0.1,2.0,0.0,0/2,0.0,12.0,0.0,0,0,2020,most_wickets
98,Riyan Parag,12,2,2.0,27.0,0.0,0/13,0.0,13.5,0.0,0,0,2020,most_wickets
1,Harshal Patel,15,15,56.2,459.0,32.0,5/27,14.34,8.14,10.56,1,1,2021,most_wickets
2,Avesh Khan,16,16,61.0,450.0,24.0,3/13,18.75,7.37,15.25,0,0,2021,most_wickets
3,Jasprit Bumrah,14,14,55.0,410.0,21.0,3/36,19.52,7.45,15.71,0,0,2021,most_wickets
4,Shardul Thakur,16,16,59.5,527.0,21.0,3/28,25.09,8.8,17.09,0,0,2021,most_wickets
5,Mohammad Shami,14,14,52.4,395.0,19.0,3/21,20.78,7.5,16.63,0,0,2021,most_wickets
6,Varun Chakaravarthy,17,17,68.0,448.0,18.0,3/13,24.88,6.58,22.66,0,0,2021,most_wickets
7,Rashid Khan,14,14,56.0,375.0,18.0,3/36,20.83,6.69,18.66,0,0,2021,most_wickets
8,Yuzvendra Chahal,15,15,53.0,374.0,18.0,3/11,20.77,7.05,17.66,0,0,2021,most_wickets
9,Arshdeep Singh,12,12,41.2,342.0,18.0,5/32,19.0,8.27,13.77,0,1,2021,most_wickets
10,Sunil Narine,14,14,56.0,361.0,16.0,4/21,22.56,6.44,21.0,1,0,2021,most_wickets
11,Jason Holder,8,8,31.5,247.0,16.0,4/52,15.43,7.75,11.93,1,0,2021,most_wickets
12,Axar Patel,12,12,46.0,306.0,15.0,3/21,20.4,6.65,18.4,0,0,2021,most_wickets
13,Kagiso Rabada,15,15,56.0,456.0,15.0,3/36,30.4,8.14,22.4,0,0,2021,most_wickets
14,Chris Morris,11,11,41.0,376.0,15.0,4/23,25.06,9.17,16.4,1,0,2021,most_wickets
15,Dwayne Bravo,11,11,33.4,263.0,14.0,3/24,18.78,7.81,14.42,0,0,2021,most_wickets
16,Chetan Sakariya,14,14,52.0,426.0,14.0,3/31,30.42,8.19,22.28,0,0,2021,most_wickets
17,Deepak Chahar,15,15,54.0,451.0,14.0,4/13,32.21,8.35,23.14,2,0,2021,most_wickets
18,Mustafizur Rahman,14,14,51.5,436.0,14.0,3/20,31.14,8.41,22.21,0,0,2021,most_wickets
19,Ravindra Jadeja,16,16,49.0,346.0,13.0,3/13,26.61,7.06,22.61,0,0,2021,most_wickets
20,Rahul Chahar,11,11,43.0,318.0,13.0,4/27,24.46,7.39,19.84,1,0,2021,most_wickets
21,Lockie Ferguson,8,8,30.0,224.0,13.0,3/18,17.23,7.46,13.84,0,0,2021,most_wickets
22,Trent Boult,14,14,51.2,406.0,13.0,3/28,31.23,7.9,23.69,0,0,2021,most_wickets
23,Anrich Nortje,8,8,30.2,187.0,12.0,2/12,15.58,6.16,15.16,0,0,2021,most_wickets
24,Ravi Bishnoi,9,9,35.0,222.0,12.0,3/24,18.5,6.34,17.5,0,0,2021,most_wickets
25,Prasidh Krishna,10,10,38.3,351.0,12.0,3/30,29.25,9.11,19.25,0,0,2021,most_wickets
26,Mohammed Siraj,15,15,52.0,353.0,11.0,3/27,32.09,6.78,28.36,0,0,2021,most_wickets
27,Shivam Mavi,9,9,32.1,233.0,11.0,4/21,21.18,7.24,17.54,1,0,2021,most_wickets
28,Josh Hazlewood,9,9,35.0,293.0,11.0,3/24,26.63,8.37,19.09,0,0,2021,most_wickets
29,Andre Russell,10,8,19.0,188.0,11.0,5/15,17.09,9.89,10.36,0,1,2021,most_wickets
30,Pat Cummins,7,7,26.5,237.0,9.0,3/24,26.33,8.83,17.88,0,0,2021,most_wickets
31,Kyle Jamieson,9,9,28.0,269.0,9.0,3/41,29.88,9.6,18.66,0,0,2021,most_wickets
32,Sam Curran,9,9,33.0,328.0,9.0,3/34,36.44,9.93,22.0,0,0,2021,most_wickets
33,Rahul Tewatia,14,13,37.0,340.0,8.0,3/39,42.5,9.18,27.75,0,0,2021,most_wickets
34,Nathan Coulter-Nile,5,5,20.0,127.0,7.0,4/14,18.14,6.35,17.14,1,0,2021,most_wickets
35,Shahbaz Ahmed,11,6,14.0,92.0,7.0,3/7,13.14,6.57,12.0,0,0,2021,most_wickets
36,Ravichandran Ashwin,13,13,44.4,331.0,7.0,2/27,47.28,7.41,38.28,0,0,2021,most_wickets
37,Siddarth Kaul,8,8,30.0,247.0,7.0,2/31,35.28,8.23,25.71,0,0,2021,most_wickets
38,Moeen Ali,15,10,25.2,161.0,6.0,3/7,26.83,6.35,25.33,0,0,2021,most_wickets
39,Amit Mishra,4,4,14.0,109.0,6.0,4/24,18.16,7.78,14.0,1,0,2021,most_wickets
40,Bhuvneshwar Kumar,11,11,42.0,335.0,6.0,1/16,55.83,7.97,42.0,0,0,2021,most_wickets
41,Harpreet Brar,7,7,23.0,139.0,5.0,3/19,27.8,6.04,27.6,0,0,2021,most_wickets
42,Kieron Pollard,14,9,13.1,95.0,5.0,2/8,19.0,7.21,15.8,0,0,2021,most_wickets
43,Jimmy Neesham,3,3,9.0,66.0,5.0,3/12,13.2,7.33,10.8,0,0,2021,most_wickets
44,Chris Woakes,3,3,11.0,82.0,5.0,2/18,16.4,7.45,13.2,0,0,2021,most_wickets
45,Krunal Pandya,13,12,33.1,265.0,5.0,1/13,53.0,7.98,39.8,0,0,2021,most_wickets
46,Khaleel Ahmed,7,7,27.0,219.0,5.0,3/21,43.8,8.11,32.4,0,0,2021,most_wickets
47,Lungi Ngidi,3,3,12.0,125.0,5.0,3/28,25.0,10.41,14.4,0,0,2021,most_wickets
48,Moises Henriques,5,5,10.0,45.0,4.0,3/12,11.25,4.5,15.0,0,0,2021,most_wickets
49,Abhishek Sharma,8,6,10.0,64.0,4.0,2/4,16.0,6.4,15.0,0,0,2021,most_wickets
50,Shakib Al Hasan,8,8,26.0,187.0,4.0,1/1,46.75,7.19,39.0,0,0,2021,most_wickets
51,Lalit Yadav,7,5,14.0,101.0,4.0,2/13,25.25,7.21,21.0,0,0,2021,most_wickets
52,Jaydev Unadkat,6,6,22.0,168.0,4.0,3/15,42.0,7.63,33.0,0,0,2021,most_wickets
53,Chris Jordan,4,4,12.0,96.0,4.0,2/20,24.0,8.0,18.0,0,0,2021,most_wickets
54,Kartik Tyagi,4,4,14.0,124.0,4.0,2/29,31.0,8.85,21.0,0,0,2021,most_wickets
55,Tom Curran,3,3,11.2,104.0,4.0,3/29,26.0,9.17,17.0,0,0,2021,most_wickets
56,Dan Christian,9,9,16.4,155.0,4.0,2/14,38.75,9.3,25.0,0,0,2021,most_wickets
57,Riley Meredith,5,5,17.0,169.0,4.0,1/29,42.25,9.94,25.5,0,0,2021,most_wickets
58,Washington Sundar,6,6,16.0,118.0,3.0,1/7,39.33,7.37,32.0,0,0,2021,most_wickets
59,Tim Southee,3,3,12.0,95.0,3.0,2/26,31.66,7.91,24.0,0,0,2021,most_wickets
60,Venkatesh Iyer,10,4,8.3,69.0,3.0,2/29,23.0,8.11,17.0,0,0,2021,most_wickets
61,Glenn Maxwell,15,6,16.0,135.0,3.0,2/23,45.0,8.43,32.0,0,0,2021,most_wickets
62,Sandeep Sharma,7,7,23.3,203.0,3.0,1/20,67.66,8.63,47.0,0,0,2021,most_wickets
63,George Garton,5,5,15.0,135.0,3.0,1/27,45.0,9.0,30.0,0,0,2021,most_wickets
64,Vijay Shankar,7,5,11.0,100.0,3.0,2/19,33.33,9.09,22.0,0,0,2021,most_wickets
65,Adam Milne,4,4,14.0,131.0,3.0,2/21,43.66,9.35,28.0,0,0,2021,most_wickets
66,Jhye Richardson,3,3,11.0,117.0,3.0,2/41,39.0,10.63,22.0,0,0,2021,most_wickets
67,Imran Tahir,1,1,4.0,16.0,2.0,2/16,8.0,4.0,12.0,0,0,2021,most_wickets
68,Mujeeb Ur Rahman,1,1,4.0,29.0,2.0,2/29,14.5,7.25,12.0,0,0,2021,most_wickets
69,Marco Jansen,2,2,6.0,45.0,2.0,2/28,22.5,7.5,18.0,0,0,2021,most_wickets
70,Jayant Yadav,5,5,17.0,130.0,2.0,1/25,65.0,7.64,51.0,0,0,2021,most_wickets
71,Umran Malik,3,3,12.0,96.0,2.0,1/21,48.0,8.0,36.0,0,0,2021,most_wickets
72,Deepak Hooda,12,7,16.0,136.0,2.0,1/15,68.0,8.5,48.0,0,0,2021,most_wickets
73,T Natarajan,2,2,8.0,69.0,2.0,1/32,34.5,8.62,24.0,0,0,2021,most_wickets
74,Marcus Stoinis,10,8,11.1,117.0,2.0,1/7,58.5,10.47,33.5,0,0,2021,most_wickets
75,Mohammad Nabi,3,3,8.0,86.0,2.0,2/32,43.0,10.75,24.0,0,0,2021,most_wickets
76,Daniel Sams,2,2,6.0,39.0,1.0,1/24,39.0,6.5,36.0,0,0,2021,most_wickets
77,Mahipal Lomror,4,4,7.0,47.0,1.0,1/22,47.0,6.71,42.0,0,0,2021,most_wickets
78,Ishant Sharma,3,3,12.0,97.0,1.0,1/26,97.0,8.08,72.0,0,0,2021,most_wickets
79,Nathan Ellis,3,3,12.0,98.0,1.0,1/20,98.0,8.16,72.0,0,0,2021,most_wickets
80,Fabian Allen,4,3,11.0,90.0,1.0,1/22,90.0,8.18,66.0,0,0,2021,most_wickets
81,KM Asif,1,1,2.1,18.0,1.0,1/18,18.0,8.3,13.0,0,0,2021,most_wickets
82,Murugan Ashwin,3,3,11.0,97.0,1.0,1/32,97.0,8.81,66.0,0,0,2021,most_wickets
83,Shahbaz Nadeem,1,1,4.0,36.0,1.0,1/36,36.0,9.0,24.0,0,0,2021,most_wickets
84,Abdul Samad,11,1,1.0,9.0,1.0,1/9,9.0,9.0,6.0,0,0,2021,most_wickets
85,Piyush Chawla,1,1,4.0,38.0,1.0,1/38,38.0,9.5,24.0,0,0,2021,most_wickets
86,Kane Richardson,1,1,3.0,29.0,1.0,1/29,29.0,9.66,18.0,0,0,2021,most_wickets
87,Ishan Porel,1,1,4.0,39.0,1.0,1/39,39.0,9.75,24.0,0,0,2021,most_wickets
88,Glenn Phillips,3,2,2.0,20.0,1.0,1/17,20.0,10.0,12.0,0,0,2021,most_wickets
89,Lukman Meriwala,1,1,3.0,32.0,1.0,1/32,32.0,10.66,18.0,0,0,2021,most_wickets
90,Riyan Parag,11,6,6.1,73.0,1.0,1/7,73.0,11.83,37.0,0,0,2021,most_wickets
91,Aiden Markram,6,2,4.0,23.0,0.0,0/5,0.0,5.75,0.0,0,0,2021,most_wickets
92,Nitish Rana,17,2,2.0,12.0,0.0,0/5,0.0,6.0,0.0,0,0,2021,most_wickets
93,Ripal Patel,2,1,3.0,22.0,0.0,0/22,0.0,7.33,0.0,0,0,2021,most_wickets
94,Sandeep Warrier,1,1,2.0,15.0,0.0,0/15,0.0,7.5,0.0,0,0,2021,most_wickets
95,Kuldip Yadav,1,1,2.0,16.0,0.0,0/16,0.0,8.0,0.0,0,0,2021,most_wickets
96,Tabraiz Shamsi,1,1,4.0,34.0,0.0,0/34,0.0,8.5,0.0,0,0,2021,most_wickets
97,Mayank Markande,1,1,3.0,26.0,0.0,0/26,0.0,8.66,0.0,0,0,2021,most_wickets
98,Harbhajan Singh,3,3,7.0,63.0,0.0,0/8,0.0,9.0,0.0,0,0,2021,most_wickets
99,Jalaj Saxena,1,1,3.0,27.0,0.0,0/27,0.0,9.0,0.0,0,0,2021,most_wickets
100,Jagadeesha Suchith,2,2,7.0,66.0,0.0,0/21,0.0,9.42,0.0,0,0,2021,most_wickets
101,Akash Singh,1,1,4.0,39.0,0.0,0/39,0.0,9.75,0.0,0,0,2021,most_wickets
102,Shivam Dube,9,4,5.0,49.0,0.0,0/5,0.0,9.8,0.0,0,0,2021,most_wickets
103,Wanindu Hasaranga,2,2,6.0,60.0,0.0,0/20,0.0,10.0,0.0,0,0,2021,most_wickets
104,Rohit Sharma,13,2,1.1,13.0,0.0,0/4,0.0,11.14,0.0,0,0,2021,most_wickets
105,Adil Rashid,1,1,3.0,35.0,0.0,0/35,0.0,11.66,0.0,0,0,2021,most_wickets
106,Ben Stokes,1,1,1.0,12.0,0.0,0/12,0.0,12.0,0.0,0,0,2021,most_wickets
107,Dhawal Kulkarni,1,1,4.0,48.0,0.0,0/48,0.0,12.0,0.0,0,0,2021,most_wickets
108,Shreyas Gopal,3,3,7.0,84.0,0.0,0/9,0.0,12.0,0.0,0,0,2021,most_wickets
109,Kamlesh Nagarkoti,1,1,2.0,25.0,0.0,0/25,0.0,12.5,0.0,0,0,2021,most_wickets
110,Navdeep Saini,2,2,4.0,52.0,0.0,0/25,0.0,13.0,0.0,0,0,2021,most_wickets
1,Yuzvendra Chahal,17,17,68.0,527.0,27.0,40/5,19.51,7.75,15.11,1,1,2022,most_wickets
2,Wanindu Hasaranga,16,16,57.0,430.0,26.0,18/5,16.53,7.54,13.15,1,1,2022,most_wickets
3,Kagiso Rabada,13,13,48.0,406.0,23.0,33/4,17.65,8.45,12.52,2,0,2022,most_wickets
4,Umran Malik,14,14,49.1,444.0,22.0,25/5,20.18,9.03,13.4,1,1,2022,most_wickets
5,Kuldeep Yadav,14,14,49.4,419.0,21.0,14/4,19.95,8.43,14.19,2,0,2022,most_wickets
6,Mohammad Shami,16,16,61.0,488.0,20.0,25/3,24.4,8.0,18.3,0,0,2022,most_wickets
7,Josh Hazlewood,12,12,46.3,377.0,20.0,25/4,18.85,8.1,13.95,1,0,2022,most_wickets
8,Rashid Khan,16,16,63.5,421.0,19.0,24/4,22.15,6.59,20.15,1,0,2022,most_wickets
9,Harshal Patel,15,15,53.3,410.0,19.0,34/4,21.57,7.66,16.89,1,0,2022,most_wickets
10,Prasidh Krishna,17,17,66.3,551.0,19.0,22/3,29.0,8.28,21.0,0,0,2022,most_wickets
11,Avesh Khan,13,13,47.4,416.0,18.0,24/4,23.11,8.72,15.88,1,0,2022,most_wickets
12,T Natarajan,11,11,43.0,406.0,18.0,10/3,22.55,9.44,14.33,0,0,2022,most_wickets
13,Andre Russell,14,13,28.1,278.0,17.0,5/4,16.35,9.86,9.94,1,0,2022,most_wickets
14,Umesh Yadav,12,12,48.0,339.0,16.0,23/4,21.18,7.06,18.0,1,0,2022,most_wickets
15,Trent Boult,16,16,62.0,492.0,16.0,18/2,30.75,7.93,23.25,0,0,2022,most_wickets
16,Khaleel Ahmed,10,10,39.1,315.0,16.0,25/3,19.68,8.04,14.68,0,0,2022,most_wickets
17,Dwayne Bravo,10,10,34.2,299.0,16.0,20/3,18.68,8.7,12.87,0,0,2022,most_wickets
18,Mukesh Choudhary,13,13,45.3,424.0,16.0,46/4,26.5,9.31,17.06,1,0,2022,most_wickets
19,Jasprit Bumrah,14,14,53.2,383.0,15.0,10/5,25.53,7.18,21.33,0,1,2022,most_wickets
20,Shardul Thakur,14,14,48.2,473.0,15.0,36/4,31.53,9.78,19.33,1,0,2022,most_wickets
21,Mohsin Khan,9,9,33.0,197.0,14.0,16/4,14.07,5.96,14.14,1,0,2022,most_wickets
22,Rahul Chahar,13,13,46.4,360.0,14.0,25/3,25.71,7.71,20.0,0,0,2022,most_wickets
23,Tim Southee,9,9,35.0,275.0,14.0,20/3,19.64,7.85,15.0,0,0,2022,most_wickets
24,Jason Holder,12,12,41.3,391.0,14.0,31/3,27.92,9.42,17.78,0,0,2022,most_wickets
25,Ravi Bishnoi,14,14,54.0,456.0,13.0,22/2,35.07,8.44,24.92,0,0,2022,most_wickets
26,Daniel Sams,11,11,42.0,370.0,13.0,30/4,28.46,8.8,19.38,1,0,2022,most_wickets
27,Bhuvneshwar Kumar,14,14,52.1,383.0,12.0,22/3,31.91,7.34,26.08,0,0,2022,most_wickets
28,Maheesh Theekshana,9,9,35.0,261.0,12.0,33/4,21.75,7.45,17.5,1,0,2022,most_wickets
29,Ravichandran Ashwin,17,17,67.0,503.0,12.0,17/3,41.91,7.5,33.5,0,0,2022,most_wickets
30,Lockie Ferguson,13,13,47.4,427.0,12.0,28/4,35.58,8.95,23.83,1,0,2022,most_wickets
31,Obed McCoy,7,7,25.5,237.0,11.0,23/3,21.54,9.17,14.09,0,0,2022,most_wickets
32,Yash Dayal,9,9,32.0,296.0,11.0,40/3,26.9,9.25,17.45,0,0,2022,most_wickets
33,Krunal Pandya,14,12,38.0,265.0,10.0,19/3,26.5,6.97,22.8,0,0,2022,most_wickets
34,Arshdeep Singh,14,14,50.0,385.0,10.0,37/3,38.5,7.7,30.0,0,0,2022,most_wickets
35,Sunil Narine,14,14,56.0,312.0,9.0,21/2,34.66,5.57,37.33,0,0,2022,most_wickets
36,Murugan Ashwin,8,8,29.0,228.0,9.0,14/2,25.33,7.86,19.33,0,0,2022,most_wickets
37,Dushmantha Chameera,12,12,44.0,384.0,9.0,17/2,42.66,8.72,29.33,0,0,2022,most_wickets
38,Anrich Nortje,6,6,22.2,217.0,9.0,42/3,24.11,9.71,14.88,0,0,2022,most_wickets
39,Mohammed Siraj,15,15,51.0,514.0,9.0,30/2,57.11,10.07,34.0,0,0,2022,most_wickets
40,Moeen Ali,10,10,23.5,158.0,8.0,13/3,19.75,6.62,17.87,0,0,2022,most_wickets
41,Hardik Pandya,15,10,30.3,222.0,8.0,17/3,27.75,7.27,22.87,0,0,2022,most_wickets
42,Mustafizur Rahman,8,8,32.0,244.0,8.0,18/3,30.5,7.62,24.0,0,0,2022,most_wickets
43,Riley Meredith,8,8,28.0,236.0,8.0,24/2,29.5,8.42,21.0,0,0,2022,most_wickets
44,Kuldeep Sen,7,7,25.1,237.0,8.0,20/4,29.62,9.41,18.87,1,0,2022,most_wickets
45,Jagadeesha Suchith,5,5,18.0,140.0,7.0,12/2,20.0,7.77,15.42,0,0,2022,most_wickets
46,Marco Jansen,8,8,32.0,274.0,7.0,25/3,39.14,8.56,27.42,0,0,2022,most_wickets
47,Alzarri Joseph,9,9,30.0,264.0,7.0,34/2,37.71,8.8,25.71,0,0,2022,most_wickets
48,Pat Cummins,5,5,19.5,212.0,7.0,22/3,30.28,10.68,17.0,0,0,2022,most_wickets
49,Glenn Maxwell,13,10,24.0,165.0,6.0,22/2,27.5,6.87,24.0,0,0,2022,most_wickets
50,Axar Patel,13,13,43.0,321.0,6.0,10/2,53.5,7.46,43.0,0,0,2022,most_wickets
51,Sai Kishore,5,5,16.0,121.0,6.0,7/2,20.16,7.56,16.0,0,0,2022,most_wickets
52,Rishi Dhawan,6,6,19.0,156.0,6.0,36/2,26.0,8.21,19.0,0,0,2022,most_wickets
