player,opponent,opp_sr,opp_runs,opp_6s
JP Duminy,DC,177.41,55.0,4.0
JP Duminy,DEC,114.44333333333333,146.0,4.0
JP Duminy,KKR,143.98666666666665,144.0,10.0
JP Duminy,MI,154.1475,200.0,14.0
JP Duminy,PBKS,109.325,94.0,2.0
JP Duminy,RCB,156.91875000000002,491.0,26.0
JP Duminy,RR,152.0575,197.0,12.0
JP Duminy,SRH,183.03666666666663,128.0,6.0
Jacob Oram,DEC,141.37,82.0,4.0
Jacques Kallis,CSK,122.71399999999998,218.0,1.0
Jacques Kallis,DC,117.465,189.0,4.0
Jacques Kallis,DEC,125.8625,167.0,2.0
Jacques Kallis,KKR,109.555,97.0,2.0
Jacques Kallis,KTK,109.75,45.0,0.0
Jacques Kallis,MI,133.83875,565.0,19.0
Jacques Kallis,PBKS,138.00333333333333,366.0,14.0
Jacques Kallis,RCB,151.85,41.0,3.0
Jacques Kallis,RR,125.18333333333332,204.0,4.0
Jacques Kallis,SRH,151.85,41.0,0.0
Jagadeesan Narayan,GT,118.18,78.0,2.0
Jagadeesh Arunkumar,KKR,129.41,22.0,0.0
Jagadeesha Suchith,PBKS,161.9,68.0,4.0
James Faulkner,DC,287.5,23.0,3.0
James Faulkner,MI,169.635,54.0,5.0
James Faulkner,PBKS,204.31,81.0,7.0
James Faulkner,RCB,241.17,41.0,3.0
James Faulkner,SRH,157.89,30.0,2.0
James Franklin,KKR,195.65,45.0,1.0
James Franklin,PBKS,154.9,158.0,8.0
James Hopes,CSK,215.15,142.0,6.0
James Hopes,KKR,150.0,18.0,0.0
James Hopes,MI,125.0,55.0,0.0
James Hopes,RCB,133.84,81.0,3.0
James Hopes,RR,145.71,51.0,1.0
James Neesham,GT,113.33,17.0,0.0
James Neesham,LSG,116.66,14.0,0.0
Jason Holder,KKR,325.0,13.0,2.0
Jason Holder,PBKS,149.78,58.0,6.0
Jason Holder,RCB,218.885,42.0,5.0
Jason Holder,RR,57.14,8.0,0.0
Jason Holder,SRH,266.66,8.0,1.0
Jason Roy,MI,168.42666666666665,216.0,12.0
Jason Roy,RCB,115.78,44.0,0.0
Jason Roy,RR,142.85,60.0,1.0
Jason Roy,SRH,147.61,31.0,0.0
Jaydev Unadkat,CSK,211.11,38.0,2.0
Jaydev Unadkat,LSG,233.33,28.0,2.0
Jaydev Unadkat,PBKS,171.42,12.0,1.0
Jaydev Unadkat,RCB,92.85,13.0,0.0
Jesse Ryder,CSK,144.34,92.0,1.0
Jesse Ryder,DC,185.245,292.0,18.0
Jesse Ryder,DEC,175.0,70.0,4.0
Jesse Ryder,KKR,110.0,22.0,0.0
Jesse Ryder,PBKS,167.365,63.0,0.0
Jesse Ryder,RCB,151.51333333333332,136.0,5.0
Jitesh Sharma,CSK,152.94,26.0,3.0
Jitesh Sharma,DC,132.65,120.0,4.0
Jitesh Sharma,GT,209.09,46.0,4.0
Jitesh Sharma,MI,200.0,60.0,4.0
Jitesh Sharma,RCB,180.0,9.0,0.0
Jitesh Sharma,RR,211.11,76.0,4.0
Jitesh Sharma,SRH,226.78,49.0,2.0
Jofra Archer,CSK,277.84000000000003,51.0,6.0
Jofra Archer,KKR,225.0,27.0,2.0
Jofra Archer,PBKS,433.33,13.0,2.0
Johan Botha,DC,229.675,54.0,0.0
Johan Botha,DEC,142.55,67.0,1.0
Jonny Bairstow,CSK,169.315,67.0,3.0
Jonny Bairstow,DC,166.76666666666668,192.0,8.0
Jonny Bairstow,GT,100.0,8.0,0.0
Jonny Bairstow,KKR,155.13,306.0,14.0
Jonny Bairstow,LSG,114.28,32.0,0.0
Jonny Bairstow,MI,151.47,80.0,6.0
Jonny Bairstow,PBKS,155.07333333333335,257.0,15.0
Jonny Bairstow,RCB,191.00333333333333,482.0,32.0
Jonny Bairstow,RR,145.89,187.0,4.0
Jonny Bairstow,SRH,136.66500000000002,35.0,0.0
Jos Buttler,CSK,159.76000000000002,451.0,13.0
Jos Buttler,DC,178.94142857142856,430.0,36.0
Jos Buttler,GT,175.852,325.0,10.0
Jos Buttler,KKR,154.31375,419.0,19.0
Jos Buttler,LSG,118.18,26.0,2.0
Jos Buttler,MI,160.6109090909091,881.0,55.0
Jos Buttler,PBKS,177.655,532.0,19.0
Jos Buttler,RCB,168.6375,439.0,25.0
Jos Buttler,RPS,200.0,38.0,3.0
Jos Buttler,SRH,159.375,318.0,22.0
Josh Hazlewood,PBKS,175.0,7.0,0.0
Josh Philippe,MI,137.5,33.0,1.0
K L Rahul,CSK,153.84,80.0,6.0
K L Rahul,DC,123.49,202.0,12.0
K L Rahul,GT,50.0,8.0,0.0
K L Rahul,KKR,133.33,136.0,8.0
K L Rahul,MI,168.89,412.0,18.0
K L Rahul,PBKS,54.54,6.0,0.0
K L Rahul,RCB,130.6,218.0,12.0
K L Rahul,RR,52.63,10.0,1.0
K L Rahul,SRH,136.0,136.0,2.0
K.S Bharat,DC,150.0,78.0,4.0
K.S Bharat,MI,133.33,32.0,2.0
KL Rahul,CSK,191.73833333333334,438.0,27.0
KL Rahul,DC,230.57750000000001,201.0,11.0
KL Rahul,GL,145.71,102.0,6.0
KL Rahul,KKR,178.05857142857144,431.0,17.0
KL Rahul,MI,146.03,764.0,34.0
KL Rahul,PBKS,168.0,42.0,1.0
KL Rahul,RCB,159.52333333333334,661.0,38.0
KL Rahul,RR,154.4425,612.0,23.0
KL Rahul,SRH,152.39,201.0,7.0
Kagiso Rabada,CSK,100.0,12.0,0.0
Kagiso Rabada,DC,300.0,6.0,1.0
Kagiso Rabada,KKR,156.25,50.0,2.0
Kamran Akmal,CSK,189.28,106.0,6.0
Kamran Akmal,PBKS,300.0,24.0,3.0
Kane Williamson,CSK,142.80909090909088,531.0,21.0
Kane Williamson,DC,140.8525,506.0,20.0
Kane Williamson,GT,103.44,119.0,8.0
Kane Williamson,KKR,134.56333333333333,157.0,4.0
Kane Williamson,LSG,100.0,32.0,2.0
Kane Williamson,MI,126.185,37.0,0.0
Kane Williamson,PBKS,200.0,108.0,4.0
Kane Williamson,RCB,148.42875,455.0,20.0
Kane Williamson,RR,151.41,136.0,5.0
Karan Goel,DC,180.95,76.0,6.0
Karan Goel,RR,123.8,26.0,2.0
Karan Sharma,GT,100.0,4.0,0.0
Karn Sharma,CSK,242.85,17.0,2.0
Karn Sharma,DC,190.0,19.0,2.0
Karn Sharma,KKR,160.0,32.0,3.0
Kartik Tyagi,DC,140.0,7.0,0.0
Karun Nair,CSK,207.69,54.0,5.0
Karun Nair,DC,152.91,318.0,10.0
Karun Nair,GL,200.0,30.0,1.0
Karun Nair,KKR,120.57,125.0,2.0
Karun Nair,MI,192.404,219.0,12.0
Karun Nair,RCB,130.11,136.0,1.0
Karun Nair,RPS,125.56333333333333,137.0,0.0
Karun Nair,SRH,162.962,277.0,11.0
Kedar Jadhav,CSK,161.11,29.0,2.0
Kedar Jadhav,DC,186.48,138.0,10.0
Kedar Jadhav,GL,215.74,107.0,5.0
Kedar Jadhav,MI,107.4,58.0,1.0
Kedar Jadhav,PWI,131.57,25.0,2.0
Kedar Jadhav,RCB,176.60666666666665,137.0,6.0
Kedar Jadhav,RR,200.0,28.0,2.0
Kedar Jadhav,SRH,176.198,212.0,9.0
Kevin Pietersen,CSK,165.38,43.0,2.0
Kevin Pietersen,DC,148.0,37.0,2.0
Kevin Pietersen,DEC,153.3166666666667,235.0,20.0
Kevin Pietersen,MI,169.1325,165.0,9.0
Kevin Pietersen,PBKS,148.19333333333336,173.0,2.0
Kevin Pietersen,PWI,133.85,59.0,5.0
Kevin Pietersen,RR,178.08,156.0,4.0
Kevin Pietersen,SRH,184.21,70.0,4.0
Kevon Cooper,DC,200.0,32.0,3.0
Kevon Cooper,MI,233.33,14.0,2.0
Kieron Pollard,CSK,199.53375,750.0,61.0
Kieron Pollard,DC,222.965,197.0,16.0
Kieron Pollard,DEC,133.33,24.0,3.0
Kieron Pollard,GL,169.56,39.0,3.0
Kieron Pollard,KKR,277.9166666666667,88.0,10.0
Kieron Pollard,LSG,150.71333333333334,69.0,5.0
Kieron Pollard,PBKS,207.022,399.0,36.0
Kieron Pollard,PWI,133.33,28.0,2.0
Kieron Pollard,RCB,199.26714285714283,596.0,39.0
Kieron Pollard,RR,163.82333333333335,312.0,20.0
Kieron Pollard,SRH,183.20833333333334,291.0,28.0
Krishnappa Gowtham,CSK,325.0,13.0,2.0
Krishnappa Gowtham,MI,300.0,66.0,4.0
Krishnappa Gowtham,RCB,280.0,14.0,2.0
Krunal Pandya,CSK,160.775,156.0,7.0
Krunal Pandya,DC,197.10285714285715,332.0,18.0
Krunal Pandya,GT,130.765,26.0,0.0
Krunal Pandya,KKR,121.295,70.0,0.0
Krunal Pandya,PBKS,182.4975,103.0,5.0
Krunal Pandya,RCB,150.0,84.0,4.0
Krunal Pandya,RR,128.51,111.0,4.0
Krunal Pandya,SRH,265.0,112.0,8.0
Kuldeep Yadav,GT,100.0,14.0,1.0
Kuldeep Yadav,LSG,200.0,32.0,2.0
Kuldeep Yadav,RCB,142.85,10.0,0.0
Kumar Sangakkara,CSK,154.92,141.0,4.0
Kumar Sangakkara,DC,117.90000000000002,136.0,1.0
Kumar Sangakkara,DEC,167.6925,208.0,6.0
Kumar Sangakkara,KKR,147.6225,194.0,6.0
Kumar Sangakkara,KTK,138.29,65.0,0.0
Kumar Sangakkara,MI,150.59,150.0,2.0
Kumar Sangakkara,PBKS,125.0,35.0,0.0
Kumar Sangakkara,PWI,157.69,164.0,4.0
Kumar Sangakkara,RCB,166.66,45.0,0.0
Kumar Sangakkara,RR,159.40333333333334,133.0,2.0
Lalit Yadav,GT,113.63,50.0,2.0
Lalit Yadav,KKR,75.86,44.0,2.0
Lalit Yadav,MI,126.31,96.0,4.0
Lalit Yadav,PBKS,114.28,48.0,2.0
Lalit Yadav,RR,154.16,74.0,4.0
Laxmi Ratan Shukla,CSK,148.635,59.0,3.0
Laxmi Ratan Shukla,DC,152.94,26.0,2.0
Laxmi Ratan Shukla,DEC,466.66,14.0,1.0
Laxmi Ratan Shukla,MI,181.81,80.0,4.0
Laxmi Ratan Shukla,RR,104.34,96.0,4.0
Lee Carseldine,DEC,121.87,39.0,0.0
Lendl Simmons,CSK,146.842,335.0,19.0
Lendl Simmons,DC,148.98666666666665,167.0,8.0
Lendl Simmons,PBKS,164.676,389.0,13.0
Lendl Simmons,RCB,131.195,254.0,10.0
Lendl Simmons,RR,122.07,100.0,3.0
Lendl Simmons,SRH,131.14000000000001,187.0,9.0
Liam Livingstone,CSK,229.46,158.0,14.0
Liam Livingstone,GT,268.515,188.0,14.0
Liam Livingstone,KKR,118.75,38.0,2.0
Liam Livingstone,LSG,112.5,18.0,2.0
Liam Livingstone,RCB,174.43999999999997,159.0,10.0
Liam Livingstone,RR,157.14,44.0,4.0
Liam Livingstone,SRH,191.25333333333333,306.0,24.0
Lockie Ferguson,PBKS,166.66,5.0,0.0
Luke Pomersbach,CSK,161.11,29.0,2.0
Luke Pomersbach,DC,208.33,25.0,3.0
Luke Pomersbach,MI,158.0,158.0,6.0
Luke Pomersbach,RCB,141.66,34.0,2.0
Luke Wright,DC,191.3,44.0,1.0
Luke Wright,PBKS,340.0,34.0,1.0
MF Maharoof,DEC,172.72,19.0,2.0
MF Maharoof,MI,154.695,48.0,2.0
MF Maharoof,RR,243.75,39.0,4.0
MS Dhoni,DC,208.21583333333334,491.0,34.0
MS Dhoni,DEC,149.85666666666665,137.0,4.0
MS Dhoni,GL,166.66,30.0,2.0
MS Dhoni,KKR,168.29125,381.0,17.0
MS Dhoni,LSG,266.66,32.0,2.0
MS Dhoni,MI,172.91266666666667,612.0,33.0
MS Dhoni,PBKS,167.60684210526315,867.0,48.0
MS Dhoni,PWI,281.25,90.0,6.0
MS Dhoni,RCB,180.97285714285712,716.0,52.0
MS Dhoni,RR,150.45,359.0,21.0
MS Dhoni,SRH,160.72181818181818,535.0,31.0
Maheesh Theekshana,RCB,175.0,7.0,1.0
Mahela Jayawardena,CSK,180.792,219.0,10.0
Mahela Jayawardena,DC,211.76,36.0,2.0
Mahela Jayawardena,DEC,162.305,274.0,8.0
Mahela Jayawardena,KKR,142.21375,489.0,10.0
Mahela Jayawardena,MI,148.98,201.0,1.0
Mahela Jayawardena,PBKS,135.52666666666667,208.0,4.0
Mahela Jayawardena,RCB,146.15,19.0,0.0
Mahela Jayawardena,RR,133.33,44.0,1.0
Mahipal Lomror,CSK,155.55,84.0,4.0
Mahipal Lomror,GT,200.0,32.0,2.0
Mahipal Lomror,LSG,155.55,14.0,0.0
Mahipal Lomror,PBKS,226.47,49.0,5.0
Mahipal Lomror,RCB,120.51,47.0,3.0
Manan Vohra,DC,174.7775,163.0,8.0
Manan Vohra,GL,165.21,76.0,4.0
Manan Vohra,KKR,135.47166666666666,252.0,11.0
Manan Vohra,MI,145.16,45.0,4.0
Manan Vohra,PWI,153.57,43.0,0.0
Manan Vohra,RCB,169.11333333333334,72.0,5.0
Manan Vohra,RPS,154.54,51.0,0.0
Manan Vohra,SRH,212.5,284.0,14.0
Mandeep Singh,CSK,145.815,139.0,6.0
Mandeep Singh,DC,167.5,45.0,0.0
Mandeep Singh,DEC,150.83333333333334,178.0,6.0
Mandeep Singh,GT,112.5,18.0,0.0
Mandeep Singh,KKR,188.82625000000002,329.0,13.0
Mandeep Singh,PBKS,115.0,46.0,2.0
Mandeep Singh,PWI,132.75,77.0,0.0
Mandeep Singh,RCB,143.33,43.0,1.0
Mandeep Singh,RR,155.328,216.0,5.0
Mandeep Singh,SRH,150.0,24.0,0.0
Manish Pandey,CSK,149.31799999999998,304.0,7.0
Manish Pandey,DC,136.85857142857142,429.0,14.0
Manish Pandey,DEC,136.41,326.0,12.0
Manish Pandey,GT,120.0,6.0,0.0
Manish Pandey,KKR,139.52499999999998,127.0,4.0
Manish Pandey,MI,150.90642857142856,787.0,33.0
Manish Pandey,PBKS,167.2025,248.0,15.0
Manish Pandey,RCB,140.055,253.0,8.0
Manish Pandey,RR,156.72333333333333,354.0,22.0
Manish Pandey,SRH,127.668,149.0,9.0
Manoj Tiwary,CSK,180.0,27.0,2.0
Manoj Tiwary,DC,132.14666666666668,181.0,9.0
Manoj Tiwary,DEC,142.85,30.0,2.0
Manoj Tiwary,KKR,114.28,32.0,0.0
Manoj Tiwary,MI,146.175,134.0,2.0
Manoj Tiwary,PBKS,151.9375,229.0,6.0
Manoj Tiwary,RCB,196.75666666666666,127.0,6.0
Manoj Tiwary,RR,132.5533333333333,181.0,4.0
Manpreet Gony,DC,300.0,6.0,1.0
Manpreet Gony,DEC,250.0,15.0,2.0
Manpreet Gony,KKR,233.33,84.0,6.0
Manpreet Juneja,MI,122.5,49.0,0.0
Manvinder Bisla,CSK,168.11,362.0,14.0
Manvinder Bisla,PBKS,115.9,51.0,3.0
Manvinder Bisla,RCB,150.90666666666667,196.0,11.0
Manvinder Bisla,RR,177.24333333333334,90.0,4.0
Manvinder Bisla,SRH,116.66,28.0,0.0
Marco Jansen,GT,160.0,8.0,1.0
Marcus Stoinis,CSK,171.42,24.0,2.0
Marcus Stoinis,DC,106.25,34.0,2.0
Marcus Stoinis,GL,150.0,33.0,0.0
Marcus Stoinis,KKR,200.0,56.0,6.0
Marcus Stoinis,MI,146.76000000000002,169.0,9.0
Marcus Stoinis,PBKS,203.7625,180.0,9.0
Marcus Stoinis,RCB,165.536,163.0,7.0
Marcus Stoinis,RR,178.936,169.0,16.0
Marcus Stoinis,SRH,140.74,38.0,1.0
Mark Boucher,DC,155.45999999999998,67.0,4.0
Mark Boucher,KKR,158.65,75.0,2.0
Mark Boucher,MI,185.32333333333335,126.0,6.0
Marlon Samuels,RCB,170.0,34.0,2.0
Martin Guptill,DC,168.5275,184.0,13.0
Martin Guptill,MI,200.0,36.0,1.0
Martin Guptill,SRH,209.09,23.0,1.0
Matthew Hayden,DC,202.53000000000003,330.0,21.0
Matthew Hayden,DEC,156.325,152.0,8.0
Matthew Hayden,KKR,142.85,140.0,6.0
Matthew Hayden,MI,149.958,286.0,6.0
Matthew Hayden,PBKS,145.786,269.0,17.0
Matthew Hayden,RCB,160.296,282.0,10.0
Matthew Hayden,RR,135.495,82.0,2.0
Matthew Wade,CSK,133.33,20.0,0.0
Matthew Wade,LSG,123.145,40.0,0.0
Matthew Wade,PBKS,85.71,6.0,0.0
Matthew Wade,RCB,123.07,32.0,2.0
Matthew Wade,RR,132.22,55.0,1.0
Matthew Wade,SRH,100.0,19.0,0.0
Mayank Agarwal,CSK,152.29999999999998,202.0,8.0
Mayank Agarwal,DC,168.76285714285717,538.0,24.0
Mayank Agarwal,DEC,300.0,18.0,2.0
Mayank Agarwal,GT,55.55,5.0,0.0
Mayank Agarwal,KKR,154.1,154.0,5.0
Mayank Agarwal,KTK,137.5,33.0,2.0
Mayank Agarwal,LSG,147.05,50.0,4.0
Mayank Agarwal,MI,177.30375,384.0,19.0
Mayank Agarwal,PBKS,137.77333333333334,188.0,5.0
Mayank Agarwal,RCB,145.94333333333333,348.0,15.0
Mayank Agarwal,RR,175.71875,458.0,24.0
Mayank Agarwal,SRH,137.26,109.0,5.0
Michael Clarke,DEC,132.25,41.0,0.0
Michael Hussey,CSK,118.18,39.0,1.0
Michael Hussey,DC,143.626,280.0,9.0
Michael Hussey,DEC,112.19,46.0,0.0
Michael Hussey,KKR,146.952,356.0,14.0
Michael Hussey,MI,136.60500000000002,262.0,5.0
Michael Hussey,PBKS,187.03,404.0,22.0
Michael Hussey,PWI,127.08,61.0,1.0
Michael Hussey,RCB,138.41,193.0,6.0
Michael Hussey,RR,152.18,331.0,6.0
Michael Hussey,SRH,166.29500000000002,224.0,12.0
Michael Lumb,CSK,164.9,67.0,3.0
Michael Lumb,DEC,140.62,45.0,0.0
Michael Lumb,PBKS,174.23333333333335,207.0,4.0
Misbah-ul-Haq,DC,188.0,47.0,4.0
Mitchell Marsh,CSK,125.0,50.0,2.0
Mitchell Marsh,DEC,132.14,37.0,3.0
Mitchell Marsh,KKR,185.71,13.0,0.0
Mitchell Marsh,LSG,185.0,74.0,6.0
Mitchell Marsh,MI,146.15,38.0,2.0
Mitchell Marsh,PBKS,131.25,126.0,6.0
Mitchell Marsh,RR,151.24666666666667,213.0,17.0
Mitchell Marsh,SRH,142.85,10.0,0.0
Mitchell McClenaghan,KKR,250.0,20.0,3.0
Mitchell McClenaghan,RCB,300.0,12.0,2.0
Mitchell Santner,MI,122.22,11.0,0.0
Mitchell Santner,PBKS,60.0,9.0,0.0
Mitchell Starc,PBKS,126.08,29.0,0.0
Mithun Manhas,CSK,145.45,32.0,0.0
Mithun Manhas,DEC,157.14,22.0,2.0
Mithun Manhas,MI,123.52,42.0,0.0
Mithun Manhas,PBKS,109.37,35.0,1.0
Moeen Ali,CSK,162.5,26.0,0.0
Moeen Ali,DC,175.6925,113.0,7.0
Moeen Ali,GT,123.52,21.0,2.0
Moeen Ali,KKR,216.1875,194.0,17.0
Moeen Ali,LSG,159.09,70.0,4.0
Moeen Ali,MI,159.49,166.0,15.0
Moeen Ali,PBKS,148.38,46.0,1.0
Moeen Ali,RCB,126.53666666666668,91.0,6.0
Moeen Ali,RR,152.1,212.0,8.0
Moeen Ali,SRH,155.14999999999998,161.0,10.0
Mohammad Kaif,DEC,212.5,34.0,3.0
Mohammad Nabi,MI,155.0,31.0,2.0
Mohammad Nabi,PBKS,200.0,20.0,2.0
Mohammad Nabi,RR,340.0,17.0,2.0
Mohammed Siraj,CSK,127.27,14.0,0.0
Mohammed Siraj,PBKS,69.23,9.0,0.0
Mohammed Siraj,RR,100.0,5.0,0.0
Mohit Sharma,MI,300.0,21.0,2.0
Mohnish Mishra,KKR,181.25,29.0,0.0
Mohnish Mishra,KTK,176.19,37.0,2.0
Mohnish Mishra,RCB,136.66,41.0,3.0
Mohsin Khan,PBKS,216.66,26.0,2.0
Mohsin Khan,RR,128.57,9.0,0.0
Moises Henriques,CSK,211.11,19.0,2.0
Moises Henriques,DC,160.86,74.0,5.0
Moises Henriques,GL,133.33,52.0,0.0
Moises Henriques,KKR,147.61,31.0,2.0
Moises Henriques,MI,125.71,44.0,0.0
Moises Henriques,PWI,207.69,27.0,1.0
Moises Henriques,RCB,220.03499999999997,197.0,13.0
Moises Henriques,RPS,196.42,110.0,4.0
Moises Henriques,SRH,110.0,44.0,0.0
Morne Morkel,PBKS,325.0,13.0,2.0
Mukesh Choudhary,MI,100.0,4.0,0.0
Munaf Patel,DC,230.0,23.0,0.0
Murali Vijay,DC,166.4725,299.0,9.0
Murali Vijay,GL,128.82999999999998,97.0,1.0
Murali Vijay,KKR,130.85,197.0,6.0
Murali Vijay,KTK,155.55,28.0,0.0
Murali Vijay,MI,126.95666666666666,237.0,10.0
Murali Vijay,PBKS,172.09,148.0,8.0
Murali Vijay,RCB,176.79285714285714,498.0,29.0
Murali Vijay,RPS,131.98666666666668,171.0,8.0
Murali Vijay,RR,166.01,446.0,29.0
Murali Vijay,SRH,136.11,105.0,5.0
Murugan Ashwin,LSG,300.0,6.0,1.0
Murugan Ashwin,RR,75.0,6.0,0.0
Naman Ojha,CSK,169.378,373.0,24.0
Naman Ojha,DC,265.8666666666666,64.0,4.0
Naman Ojha,DEC,139.13,64.0,5.0
Naman Ojha,KKR,160.702,130.0,8.0
Naman Ojha,PBKS,176.99166666666667,357.0,27.0
Naman Ojha,RCB,139.71,120.0,8.0
Narayan Jagadeesan,RCB,117.85,33.0,0.0
Nathan Coulter-Nile,PBKS,200.0,24.0,0.0
Nicholas Pooran,CSK,199.12,202.0,18.0
Nicholas Pooran,DC,185.815,230.0,18.0
Nicholas Pooran,GT,188.88,68.0,4.0
Nicholas Pooran,KKR,177.77,48.0,4.0
Nicholas Pooran,LSG,141.66,68.0,4.0
Nicholas Pooran,MI,177.1,144.0,10.0
Nicholas Pooran,PBKS,116.66,70.0,2.0
Nicholas Pooran,RCB,145.23333333333335,84.0,7.0
Nicholas Pooran,RR,225.98333333333335,79.0,8.0
Nicholas Pooran,SRH,208.73333333333335,175.0,16.0
Niraj Patel,PBKS,146.15,57.0,0.0
Nitin Saini,MI,120.0,30.0,0.0
Nitin Saini,RCB,138.88,50.0,0.0
Nitish Rana,CSK,133.07,216.0,10.0
Nitish Rana,DC,160.0,495.0,30.0
Nitish Rana,GL,170.82999999999998,246.0,12.0
Nitish Rana,KKR,172.41,100.0,6.0
Nitish Rana,LSG,190.9,42.0,0.0
Nitish Rana,MI,153.262,177.0,14.0
Nitish Rana,PBKS,157.285,181.0,19.0
Nitish Rana,RCB,186.084,227.0,14.0
Nitish Rana,RR,146.675,132.0,6.0
Nitish Rana,SRH,155.5622222222222,482.0,24.0
Obed McCoy,GT,160.0,8.0,1.0
Odean Smith,KKR,75.0,9.0,1.0
Odean Smith,RCB,312.5,50.0,6.0
Odean Smith,SRH,86.66,13.0,1.0
Owais Shah,CSK,120.93,52.0,3.0
Owais Shah,DEC,126.08,58.0,3.0
Owais Shah,MI,180.95,152.0,10.0
Owais Shah,PBKS,191.66,23.0,2.0
Owais Shah,RCB,230.76,120.0,10.0
Owais Shah,RR,111.76,19.0,2.0
Paras Dogra,DC,111.53,29.0,2.0
Paras Dogra,MI,141.37,41.0,2.0
Parthiv Patel,CSK,139.956,230.0,8.0
Parthiv Patel,DC,152.102,186.0,4.0
Parthiv Patel,GL,159.09,70.0,1.0
Parthiv Patel,KKR,129.295,72.0,0.0
Parthiv Patel,MI,149.73666666666668,109.0,0.0
Parthiv Patel,PBKS,158.61375,799.0,25.0
Parthiv Patel,RCB,133.33,36.0,0.0
Parthiv Patel,RPS,135.0,73.0,3.0
Parthiv Patel,RR,142.568,236.0,5.0
Parthiv Patel,SRH,151.39000000000001,110.0,0.0
Pat Cummins,CSK,194.11,132.0,12.0
Pat Cummins,DC,133.33,4.0,0.0
Pat Cummins,MI,263.21999999999997,251.0,20.0
Paul Collingwood,DEC,121.42,51.0,3.0
Paul Collingwood,KKR,117.77,53.0,2.0
Paul Collingwood,RCB,163.04,75.0,7.0
Paul Valthaty,CSK,190.47,240.0,4.0
Paul Valthaty,DC,129.33333333333334,138.0,8.0
Paul Valthaty,DEC,159.57,150.0,10.0
Paul Valthaty,KTK,170.0,17.0,2.0
Paul Valthaty,RR,148.38,92.0,6.0
Pawan Negi,GL,168.42,32.0,2.0
Pawan Negi,KKR,207.69,27.0,1.0
Pawan Negi,MI,181.96499999999997,71.0,4.0
Pinal Shah,DEC,152.63,58.0,4.0
Piyush Chawla,DEC,185.71,13.0,2.0
Piyush Chawla,RR,218.18,24.0,0.0
Piyush Chawla,SRH,153.33,23.0,2.0
Praveen Kumar,CSK,200.0,12.0,1.0
Praveen Kumar,DEC,233.33,14.0,2.0
Praveen Kumar,KKR,120.0,18.0,2.0
Praveen Kumar,MI,160.0,24.0,2.0
Praveen Kumar,PBKS,185.71,13.0,1.0
Praveen Kumar,RR,144.165,41.0,4.0
Prerak Mankad,SRH,400.0,4.0,0.0
Prithvi Shaw,CSK,171.785,352.0,13.0
Prithvi Shaw,GT,142.85,10.0,0.0
Prithvi Shaw,KKR,177.456,672.0,28.0
Prithvi Shaw,LSG,143.41333333333333,127.0,4.0
Prithvi Shaw,MI,131.335,124.0,6.0
Prithvi Shaw,PBKS,199.1,175.0,7.0
Prithvi Shaw,RCB,153.53375,258.0,10.0
Prithvi Shaw,RR,162.515,168.0,10.0
Prithvi Shaw,SRH,158.342,295.0,11.0
Priyam Garg,CSK,196.15,51.0,1.0
Priyam Garg,DC,141.66,17.0,2.0
Priyam Garg,MI,161.53,84.0,4.0
Quinton De Kock,CSK,135.55,61.0,0.0
Quinton De Kock,DC,165.38,206.0,6.0
Quinton De Kock,GT,93.88499999999999,18.0,1.0
Quinton De Kock,KKR,186.20499999999998,380.0,26.0
Quinton De Kock,MI,160.11,58.0,3.0
Quinton De Kock,PBKS,124.32,92.0,4.0
Quinton De Kock,RCB,120.0,6.0,1.0
Quinton De Kock,RR,110.41333333333334,85.0,2.0
Quinton de Kock,CSK,148.14166666666668,223.0,13.0
Quinton de Kock,DC,155.7975,173.0,8.0
Quinton de Kock,KKR,149.374,296.0,15.0
Quinton de Kock,MI,142.85,80.0,4.0
Quinton de Kock,PBKS,150.05857142857144,381.0,13.0
Quinton de Kock,RCB,171.48857142857145,494.0,17.0
Quinton de Kock,RR,141.98857142857142,435.0,15.0
Quinton de Kock,SRH,151.39444444444445,454.0,18.0
Rahul Chahar,CSK,150.0,24.0,2.0
Rahul Chahar,DC,102.08,74.0,4.0
Rahul Chahar,GT,157.14,44.0,2.0
Rahul Chahar,LSG,100.0,4.0,0.0
Rahul Dravid,CSK,120.91333333333334,157.0,0.0
Rahul Dravid,DC,119.63714285714286,356.0,5.0
Rahul Dravid,DEC,147.48142857142858,287.0,7.0
Rahul Dravid,KKR,133.61333333333332,132.0,4.0
Rahul Dravid,KTK,118.91,44.0,1.0
Rahul Dravid,MI,125.28999999999999,86.0,0.0
Rahul Dravid,PBKS,123.675,112.0,1.0
Rahul Dravid,PWI,128.75,112.0,1.0
Rahul Dravid,RCB,123.44666666666667,130.0,0.0
Rahul Dravid,RR,184.72000000000003,216.0,13.0
Rahul Tewatia,CSK,133.33,20.0,2.0
Rahul Tewatia,DC,175.0,28.0,2.0
Rahul Tewatia,KKR,131.94,61.0,2.0
Rahul Tewatia,LSG,156.94,102.0,4.0
Rahul Tewatia,PBKS,302.145,66.0,9.0
Rahul Tewatia,RCB,178.36399999999998,190.0,11.0
Rahul Tewatia,SRH,170.472,176.0,8.0
Rahul Tripathi,CSK,189.41666666666666,324.0,12.0
Rahul Tripathi,DC,156.48,80.0,5.0
Rahul Tripathi,GL,194.11,33.0,2.0
Rahul Tripathi,GT,157.26999999999998,66.0,4.0
Rahul Tripathi,KKR,165.95285714285714,402.0,27.0
