player,opponent,opp_sr,opp_runs,opp_6s
Wriddhiman Saha,RCB,176.9525,215.0,5.0
Wriddhiman Saha,RR,147.97333333333333,51.0,0.0
Wriddhiman Saha,SRH,193.315,244.0,6.0
Yashasvi Jaiswal,CSK,186.09,218.0,8.0
Yashasvi Jaiswal,DC,100.0,38.0,2.0
Yashasvi Jaiswal,GT,137.5,44.0,4.0
Yashasvi Jaiswal,KKR,129.41,22.0,0.0
Yashasvi Jaiswal,LSG,141.37,82.0,2.0
Yashasvi Jaiswal,MI,160.0,32.0,2.0
Yashasvi Jaiswal,PBKS,150.98000000000002,234.0,8.0
Yashasvi Jaiswal,RCB,154.65333333333334,73.0,6.0
Yashasvi Jaiswal,SRH,135.50666666666666,76.0,3.0
Yashpal Singh,RR,111.11,20.0,0.0
Yogesh Nagar,DEC,209.09,23.0,2.0
Yogesh Nagar,KKR,158.33,19.0,2.0
Yogesh Nagar,RR,135.0,27.0,2.0
Yogesh Takawale,KKR,133.925,85.0,1.0
Yusuf Pathan,CSK,160.90833333333333,252.0,16.0
Yusuf Pathan,DC,184.589,460.0,30.0
Yusuf Pathan,DEC,189.6,424.0,29.0
Yusuf Pathan,GL,153.65,63.0,1.0
Yusuf Pathan,KKR,211.10666666666668,290.0,14.0
Yusuf Pathan,MI,209.46428571428572,360.0,23.0
Yusuf Pathan,PBKS,181.842,137.0,13.0
Yusuf Pathan,PWI,163.63,144.0,4.0
Yusuf Pathan,RCB,172.57142857142858,271.0,16.0
Yusuf Pathan,RPS,181.4766666666667,110.0,8.0
Yusuf Pathan,RR,132.855,93.0,4.0
Yusuf Pathan,SRH,212.26833333333332,314.0,21.0
Yuvraj Singh,CSK,158.41,287.0,14.0
Yuvraj Singh,DC,187.074,507.0,38.0
Yuvraj Singh,KKR,159.81125,250.0,17.0
Yuvraj Singh,MI,136.23833333333334,230.0,12.0
Yuvraj Singh,PBKS,176.70666666666668,254.0,16.0
Yuvraj Singh,RCB,177.6725,476.0,30.0
Yuvraj Singh,RR,174.14363636363635,530.0,39.0
Zaheer Khan,RCB,255.55,23.0,1.0
